customer_id,NUMBER_OF_LOANS,SHORT_TERM_COUNT,MID_TERM_COUNT,LONG_TERM_COUNT,OUTSTANDING_BAL_ALL_CURRENT,NUM_NEW_LOAN_TAKEN_3M,NUM_NEW_LOAN_TAKEN_6M,NUM_NEW_LOAN_TAKEN_9M,NUM_NEW_LOAN_TAKEN_12M,NUM_NEW_LOAN_TAKEN_BANK_3M,NUM_NEW_LOAN_TAKEN_BANK_6M,NUM_NEW_LOAN_TAKEN_BANK_9M,NUM_NEW_LOAN_TAKEN_BANK_12M,NUM_NEW_LOAN_TAKEN_NON_BANK_3M,NUM_NEW_LOAN_TAKEN_NON_BANK_6M,NUM_NEW_LOAN_TAKEN_NON_BANK_9M,NUM_NEW_LOAN_TAKEN_NON_BANK_12M,ENQUIRIES_3M,ENQUIRIES_12M,CREDIT_CARD_MONTH_SINCE_10DPD,CREDIT_CARD_MONTH_SINCE_30DPD,CREDIT_CARD_MONTH_SINCE_60DPD,CREDIT_CARD_MONTH_SINCE_90DPD,CREDIT_CARD_MONTH_SINCE_10DPD_FLAG,CREDIT_CARD_MONTH_SINCE_30DPD_FLAG,CREDIT_CARD_MONTH_SINCE_60DPD_FLAG,CREDIT_CARD_MONTH_SINCE_90DPD_FLAG,CREDIT_CARD_NUMBER_OF_LATE_PAYMENT
12033,10.0,10.0,1.0,1.0,690.0,1.0,4.0,4.0,10.0,1.0,4.0,4.0,10.0,1.0,4.0,4.0,10.0,17.0,,,,,,0.0,0.0,0.0,0.0,1.0
20225,10.0,7.0,,1.0,1290.0,1.0,7.0,,7.0,,7.0,,7.0,1.0,7.0,7.0,7.0,17.0,37.0,,,,,0.0,,0.0,0.0,1.0
22625,7.0,7.0,1.0,1.0,90.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
16040,10.0,7.0,4.0,1.0,160.0,,7.0,7.0,10.0,1.0,7.0,7.0,10.0,1.0,7.0,7.0,10.0,,17.0,,,,,0.0,,0.0,,
3443,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,27.0,37.0,,,,,0.0,0.0,0.0,0.0,
54,4.0,1.0,4.0,,560.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,32.0,37.0,,,,,0.0,0.0,0.0,0.0,
15839,13.0,10.0,4.0,1.0,770.0,1.0,13.0,13.0,,1.0,13.0,13.0,16.0,1.0,13.0,13.0,,17.0,82.0,,,,,0.0,0.0,0.0,0.0,
25110,13.0,13.0,1.0,1.0,260.0,10.0,,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
14989,22.0,19.0,4.0,1.0,420.0,13.0,16.0,19.0,22.0,13.0,16.0,19.0,,,,19.0,22.0,17.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
16133,7.0,7.0,1.0,1.0,60.0,1.0,,7.0,7.0,1.0,7.0,7.0,7.0,1.0,,7.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
22128,4.0,4.0,1.0,1.0,,7.0,7.0,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,17.0,,,,,0.0,0.0,0.0,0.0,
292,7.0,4.0,4.0,1.0,,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,,7.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
14068,10.0,10.0,1.0,1.0,260.0,1.0,,10.0,10.0,1.0,7.0,,10.0,1.0,7.0,10.0,10.0,12.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
23042,7.0,,7.0,1.0,220.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
22015,7.0,7.0,,1.0,,1.0,1.0,1.0,7.0,1.0,1.0,,7.0,1.0,,1.0,7.0,17.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
13612,4.0,1.0,,1.0,200.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
6697,7.0,4.0,4.0,1.0,210.0,1.0,1.0,4.0,7.0,1.0,1.0,4.0,7.0,,1.0,4.0,7.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
23695,10.0,7.0,4.0,1.0,420.0,1.0,1.0,4.0,7.0,1.0,1.0,4.0,7.0,1.0,1.0,4.0,7.0,7.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
9644,13.0,13.0,1.0,1.0,,4.0,13.0,13.0,13.0,4.0,13.0,,13.0,4.0,13.0,13.0,13.0,12.0,17.0,,,,,,0.0,,0.0,
14850,7.0,,1.0,1.0,210.0,4.0,7.0,,10.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,12.0,17.0,,,,,,0.0,0.0,0.0,1.0
8429,7.0,7.0,1.0,1.0,30.0,4.0,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
3715,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,7.0,17.0,,,,,,0.0,0.0,0.0,
12845,13.0,10.0,4.0,1.0,1220.0,,4.0,10.0,13.0,1.0,4.0,10.0,13.0,1.0,4.0,10.0,13.0,,,,,,,0.0,,0.0,,1.0
12519,19.0,13.0,7.0,1.0,1360.0,13.0,19.0,19.0,19.0,13.0,19.0,19.0,,13.0,19.0,19.0,19.0,27.0,57.0,,,,,0.0,0.0,0.0,0.0,1.0
25614,10.0,7.0,4.0,1.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,,,,,,0.0,0.0,0.0,0.0,
24352,4.0,4.0,1.0,1.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,12.0,12.0,,,,,0.0,,0.0,0.0,1.0
25560,7.0,7.0,1.0,1.0,2920.0,1.0,4.0,7.0,7.0,1.0,4.0,7.0,7.0,1.0,4.0,7.0,,7.0,67.0,,,,,0.0,0.0,0.0,0.0,1.0
10292,10.0,4.0,7.0,1.0,2600.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,,22.0,27.0,,,,,0.0,0.0,,0.0,1.0
5914,10.0,10.0,1.0,1.0,280.0,7.0,7.0,10.0,10.0,7.0,,,10.0,7.0,7.0,10.0,10.0,22.0,42.0,,,,,0.0,0.0,0.0,0.0,1.0
4249,,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,7.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
16837,4.0,4.0,1.0,1.0,,4.0,4.0,4.0,7.0,4.0,4.0,4.0,7.0,,4.0,4.0,7.0,17.0,27.0,,,,,0.0,0.0,0.0,0.0,1.0
8950,,10.0,,1.0,120.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,7.0,27.0,,,,,0.0,0.0,0.0,0.0,1.0
2581,,10.0,1.0,1.0,2830.0,4.0,4.0,10.0,10.0,4.0,4.0,10.0,10.0,4.0,4.0,10.0,10.0,47.0,72.0,,,,,0.0,0.0,,,1.0
13067,10.0,7.0,4.0,1.0,730.0,4.0,7.0,10.0,10.0,4.0,,10.0,10.0,,7.0,10.0,10.0,7.0,27.0,,,,,0.0,0.0,0.0,0.0,1.0
12492,10.0,4.0,7.0,,440.0,1.0,1.0,7.0,,1.0,1.0,7.0,7.0,1.0,1.0,7.0,,22.0,42.0,,,,,0.0,,,0.0,1.0
18152,7.0,7.0,1.0,1.0,130.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,12.0,,,,,0.0,,0.0,,1.0
3459,1.0,1.0,,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,7.0,7.0,,,,,,0.0,,0.0,1.0
18007,10.0,10.0,1.0,1.0,590.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,,7.0,7.0,,,,,,0.0,0.0,0.0,1.0
11806,10.0,7.0,4.0,1.0,1210.0,10.0,13.0,13.0,13.0,10.0,13.0,13.0,13.0,10.0,13.0,13.0,13.0,32.0,47.0,,,,,0.0,0.0,0.0,,1.0
5344,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,,,,,0.0,0.0,,0.0,1.0
7056,10.0,10.0,1.0,1.0,680.0,1.0,1.0,7.0,10.0,1.0,1.0,7.0,10.0,1.0,1.0,7.0,10.0,7.0,77.0,,,,,0.0,0.0,,,1.0
6458,4.0,4.0,1.0,1.0,230.0,,1.0,,4.0,,1.0,1.0,4.0,1.0,1.0,1.0,4.0,17.0,,,,,,0.0,0.0,0.0,0.0,1.0
11545,19.0,13.0,7.0,1.0,3220.0,4.0,13.0,16.0,16.0,4.0,13.0,16.0,16.0,4.0,,16.0,16.0,22.0,27.0,,,,,,0.0,0.0,0.0,1.0
7197,10.0,10.0,1.0,,540.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,10.0,17.0,37.0,,,,,0.0,0.0,0.0,0.0,1.0
13738,,7.0,4.0,1.0,480.0,10.0,10.0,10.0,13.0,10.0,10.0,10.0,13.0,10.0,10.0,10.0,,17.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
13668,10.0,10.0,1.0,1.0,130.0,1.0,7.0,10.0,10.0,1.0,7.0,,10.0,1.0,,10.0,10.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
9947,,10.0,,1.0,740.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,7.0,62.0,,,,,0.0,0.0,0.0,0.0,1.0
5799,10.0,,7.0,1.0,,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,,,,,,0.0,0.0,0.0,1.0
14145,7.0,1.0,7.0,1.0,740.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,52.0,,,,,0.0,0.0,0.0,0.0,1.0
18933,10.0,7.0,4.0,,150.0,1.0,1.0,7.0,,,1.0,7.0,10.0,1.0,1.0,,10.0,7.0,7.0,,,,,,0.0,0.0,,1.0
9454,7.0,4.0,4.0,,580.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,,22.0,87.0,,,,,0.0,0.0,0.0,0.0,1.0
8362,7.0,7.0,1.0,1.0,220.0,1.0,7.0,10.0,10.0,1.0,7.0,10.0,10.0,,7.0,10.0,,7.0,,,,,,0.0,0.0,0.0,0.0,1.0
3869,4.0,4.0,1.0,1.0,20.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,7.0,,,,,,0.0,0.0,0.0,0.0,1.0
19558,4.0,4.0,1.0,1.0,10.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,7.0,12.0,,,,,0.0,,0.0,0.0,1.0
14391,,7.0,1.0,1.0,210.0,1.0,4.0,4.0,4.0,,4.0,4.0,4.0,1.0,4.0,4.0,,47.0,57.0,,,,,0.0,0.0,0.0,0.0,1.0
2312,4.0,1.0,,1.0,900.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,12.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
25424,7.0,7.0,1.0,1.0,220.0,4.0,7.0,,7.0,4.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
10755,4.0,4.0,1.0,1.0,160.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,7.0,,,,,,0.0,0.0,0.0,0.0,1.0
10299,,4.0,,1.0,800.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,,4.0,,,57.0,,,,,0.0,0.0,0.0,0.0,1.0
12522,13.0,,13.0,1.0,1790.0,7.0,10.0,10.0,10.0,7.0,,10.0,10.0,7.0,10.0,10.0,,12.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
11915,7.0,4.0,4.0,1.0,920.0,1.0,1.0,1.0,4.0,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,,62.0,,,,,0.0,0.0,0.0,0.0,1.0
8768,4.0,4.0,1.0,1.0,160.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,,,47.0,,,,,0.0,0.0,0.0,0.0,1.0
1898,4.0,1.0,4.0,1.0,310.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
5526,,1.0,7.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,27.0,32.0,,,,,0.0,,0.0,0.0,1.0
13820,4.0,4.0,1.0,1.0,30.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,,22.0,,,,,0.0,0.0,0.0,0.0,1.0
5843,4.0,4.0,1.0,1.0,50.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12.0,12.0,,,,,0.0,0.0,0.0,,1.0
25533,13.0,10.0,4.0,1.0,13560.0,16.0,19.0,,19.0,,19.0,19.0,19.0,16.0,19.0,19.0,19.0,22.0,27.0,,,,,0.0,0.0,0.0,0.0,1.0
19097,4.0,4.0,1.0,1.0,260.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,12.0,27.0,,,,,0.0,0.0,0.0,0.0,1.0
8287,13.0,,7.0,1.0,,7.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
9600,10.0,10.0,,1.0,350.0,4.0,10.0,10.0,10.0,,10.0,10.0,10.0,4.0,10.0,10.0,10.0,17.0,22.0,,,,,0.0,,,0.0,1.0
10225,25.0,16.0,10.0,1.0,960.0,13.0,16.0,16.0,19.0,13.0,16.0,16.0,,13.0,16.0,16.0,19.0,7.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
20469,7.0,,4.0,1.0,460.0,,7.0,10.0,10.0,7.0,,10.0,10.0,,7.0,10.0,10.0,17.0,37.0,,,,,0.0,0.0,0.0,0.0,1.0
18562,10.0,4.0,7.0,1.0,1600.0,13.0,,16.0,16.0,13.0,16.0,16.0,16.0,13.0,16.0,,16.0,12.0,17.0,,,,,0.0,0.0,0.0,,1.0
8210,10.0,10.0,1.0,1.0,200.0,4.0,7.0,7.0,10.0,4.0,,,10.0,,,7.0,10.0,17.0,22.0,,,,,,,0.0,0.0,1.0
17742,10.0,7.0,4.0,,180.0,4.0,10.0,10.0,,4.0,10.0,10.0,10.0,4.0,10.0,,10.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
3163,1.0,1.0,1.0,,50.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,12.0,,,,,,0.0,0.0,0.0,0.0,1.0
11842,16.0,,7.0,1.0,1070.0,7.0,13.0,13.0,16.0,7.0,13.0,13.0,16.0,7.0,13.0,13.0,16.0,27.0,37.0,,,,,,0.0,0.0,0.0,1.0
15928,7.0,7.0,1.0,1.0,90.0,1.0,7.0,7.0,7.0,1.0,,,7.0,1.0,7.0,,7.0,17.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
4796,4.0,1.0,4.0,1.0,430.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
17587,10.0,,4.0,1.0,1050.0,7.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,22.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
8553,4.0,4.0,,1.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,4.0,12.0,22.0,,,,,0.0,0.0,0.0,,1.0
571,4.0,4.0,1.0,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
1601,10.0,,1.0,1.0,150.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,17.0,,,,,,0.0,0.0,0.0,1.0
14750,7.0,7.0,1.0,1.0,100.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,,,7.0,7.0,7.0,,12.0,,,,,0.0,0.0,0.0,0.0,1.0
16460,13.0,13.0,1.0,1.0,810.0,4.0,10.0,10.0,13.0,4.0,10.0,10.0,13.0,4.0,10.0,10.0,13.0,32.0,42.0,,,,,0.0,0.0,0.0,0.0,1.0
9771,13.0,7.0,7.0,1.0,220.0,7.0,7.0,10.0,10.0,7.0,7.0,10.0,10.0,7.0,7.0,10.0,10.0,,12.0,,,,,,0.0,0.0,0.0,1.0
22636,4.0,4.0,,1.0,1200.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12.0,37.0,,,,,0.0,0.0,0.0,0.0,1.0
74,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,7.0,7.0,,,,,0.0,,0.0,0.0,1.0
24845,4.0,4.0,,1.0,380.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,12.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
5804,10.0,1.0,10.0,1.0,640.0,1.0,,4.0,4.0,1.0,,4.0,4.0,1.0,1.0,4.0,4.0,12.0,32.0,,,,,0.0,0.0,0.0,0.0,1.0
7366,10.0,10.0,1.0,1.0,120.0,4.0,7.0,7.0,10.0,4.0,7.0,7.0,10.0,4.0,7.0,7.0,10.0,7.0,7.0,,,,,0.0,0.0,,0.0,1.0
10381,7.0,,4.0,,290.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,27.0,,,,,,0.0,0.0,0.0,0.0,1.0
1767,10.0,7.0,4.0,1.0,4460.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,,27.0,,,,,0.0,0.0,0.0,0.0,1.0
17070,13.0,10.0,4.0,1.0,430.0,4.0,7.0,13.0,13.0,4.0,7.0,13.0,13.0,4.0,7.0,13.0,13.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
25136,19.0,16.0,4.0,1.0,860.0,4.0,7.0,7.0,13.0,4.0,7.0,7.0,13.0,4.0,7.0,,13.0,7.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
4867,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
1301,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,0.0,0.0,,0.0,1.0
24974,,7.0,1.0,1.0,170.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,17.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
5825,,4.0,1.0,1.0,250.0,1.0,,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,17.0,32.0,,,,,,0.0,,0.0,1.0
4376,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,,,,,,0.0,0.0,0.0,1.0
11234,7.0,,1.0,1.0,380.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,,17.0,17.0,,,,,0.0,0.0,0.0,,1.0
4913,4.0,4.0,1.0,1.0,,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,,7.0,12.0,,,,,0.0,0.0,,0.0,1.0
19428,7.0,7.0,1.0,1.0,30.0,1.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,,7.0,7.0,,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
19600,10.0,7.0,4.0,1.0,220.0,4.0,7.0,7.0,,4.0,,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
13722,7.0,1.0,7.0,1.0,490.0,4.0,7.0,7.0,,4.0,7.0,7.0,10.0,4.0,7.0,7.0,10.0,22.0,32.0,,,,,0.0,0.0,0.0,,1.0
12380,7.0,7.0,1.0,1.0,110.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,,7.0,,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
20233,7.0,4.0,4.0,1.0,740.0,1.0,4.0,4.0,7.0,1.0,4.0,4.0,7.0,1.0,4.0,4.0,7.0,7.0,67.0,,,,,0.0,0.0,,0.0,
24403,7.0,7.0,1.0,1.0,400.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,17.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
11814,10.0,7.0,1.0,4.0,3140.0,4.0,10.0,10.0,10.0,4.0,,10.0,10.0,4.0,10.0,10.0,,12.0,42.0,,,,,0.0,0.0,,0.0,1.0
2489,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,,,,,,0.0,0.0,0.0,0.0,1.0
7794,13.0,10.0,4.0,1.0,580.0,4.0,10.0,16.0,16.0,4.0,10.0,16.0,16.0,4.0,10.0,16.0,16.0,,12.0,,,,,0.0,0.0,0.0,0.0,1.0
20670,10.0,4.0,7.0,1.0,4690.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,,4.0,4.0,7.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
7844,7.0,4.0,4.0,,1060.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,,7.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
10333,13.0,4.0,10.0,1.0,1480.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,10.0,42.0,52.0,,,,,0.0,0.0,0.0,0.0,1.0
24354,7.0,,7.0,1.0,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,7.0,17.0,,,,,,0.0,0.0,0.0,1.0
18788,4.0,4.0,1.0,1.0,230.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,17.0,,,,,,0.0,0.0,0.0,0.0,1.0
9927,7.0,4.0,4.0,,520.0,4.0,4.0,7.0,7.0,4.0,4.0,7.0,7.0,4.0,,7.0,7.0,7.0,7.0,,,,,,0.0,0.0,0.0,1.0
16569,16.0,13.0,4.0,1.0,740.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,22.0,32.0,,,,,0.0,,,0.0,1.0
14885,13.0,10.0,4.0,,,4.0,7.0,10.0,13.0,4.0,7.0,10.0,13.0,4.0,7.0,10.0,13.0,37.0,42.0,,,,,0.0,0.0,0.0,0.0,1.0
17534,7.0,7.0,1.0,1.0,130.0,4.0,7.0,7.0,7.0,4.0,,,7.0,4.0,7.0,7.0,7.0,12.0,17.0,,,,,0.0,,,,1.0
7708,7.0,4.0,4.0,1.0,900.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,7.0,22.0,,,,,0.0,0.0,0.0,0.0,
19511,7.0,7.0,1.0,,40.0,1.0,1.0,7.0,7.0,1.0,1.0,7.0,7.0,1.0,1.0,7.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,
17481,7.0,7.0,1.0,1.0,190.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
15266,,13.0,1.0,1.0,480.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,,42.0,,,,,0.0,0.0,0.0,0.0,1.0
24688,,1.0,,1.0,350.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
17873,4.0,4.0,,1.0,30.0,1.0,,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
15661,4.0,,1.0,1.0,310.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,12.0,32.0,,,,,0.0,0.0,0.0,0.0,1.0
13584,4.0,4.0,1.0,1.0,110.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,17.0,17.0,,,,,0.0,0.0,,0.0,1.0
13186,4.0,4.0,1.0,1.0,210.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,,4.0,17.0,,,,,,0.0,0.0,0.0,0.0,7.0
761,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,7.0,,,,,,0.0,,0.0,1.0
4929,4.0,4.0,1.0,1.0,40.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
22300,16.0,10.0,7.0,1.0,710.0,,13.0,16.0,16.0,7.0,13.0,16.0,16.0,7.0,13.0,16.0,16.0,37.0,87.0,,,,,0.0,0.0,0.0,0.0,1.0
16306,10.0,,1.0,1.0,,4.0,7.0,7.0,,,7.0,7.0,7.0,4.0,7.0,7.0,,12.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
15097,7.0,7.0,1.0,1.0,340.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,47.0,67.0,,,,,0.0,0.0,0.0,0.0,1.0
2141,10.0,7.0,4.0,1.0,550.0,,10.0,10.0,10.0,4.0,10.0,10.0,10.0,4.0,10.0,10.0,10.0,42.0,192.0,,,,,0.0,0.0,0.0,0.0,1.0
17616,,10.0,1.0,1.0,250.0,7.0,10.0,10.0,,7.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,27.0,27.0,,,,,0.0,0.0,0.0,0.0,1.0
17830,10.0,,4.0,4.0,4090.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,92.0,,,,,0.0,0.0,0.0,0.0,7.0
12528,7.0,7.0,1.0,1.0,260.0,,7.0,7.0,7.0,,7.0,7.0,7.0,1.0,,7.0,,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
4254,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,12.0,12.0,,,,,,0.0,,0.0,1.0
